cluster,key word,response,processed response
4,unengag,Not using recorded lectures from previous years. Very unengaging.,use record lectur previou year unengag
4,theprofessor,more interaction with theprofessors that don't record videos or meetings,interact theprofessor dont record video meet
4,rewatch,I wish the zoom calls were recorded so you could rewatch them another time ,wish zoom call record could rewatch anoth time
4,olni,More live classes and more sources to learn from. With olny recorded classes it is hard to understand lectures ,live class sourc learn olni record class hard understand lectur
4,record,That all the lectures are recorded. Quite a few aren't being recorded because some of them don't know how it works or they don't want to record themselves (live or just their voice),lectur record quit arent record dont know work dont want record live voic
4,built,Have all lecturers record their live blackboard collaborate sessions (it has that function built in). Only one of them did so.,lectur record live blackboard collabor session function built one
4,later,That they record the online classes for later use,record onlin class later use
4,earlier,I would give the lecture recordings earlier so students are able to watch all of them before the professors do a live online Q&A.,would give lectur record earlier student abl watch professor live onlin qa
4,digest,"I would want live lectures instead of recorded ones, so that I don’t lag behind to much. I also would make them shorter as to make them more digestible ",would want live lectur instead record one don’t lag behind much also would make shorter make digest
4,ask,"I would love to be able to ask questions, being interactive, discussing the topic instead of recorded lectures without any possibility of asking questions ",would love abl ask question interact discuss topic instead record lectur without possibl ask question
4,instead,"More engagement, more live classes instead of recordings ",engag live class instead record
4,onesid,I would make it more interactive and engaging. We mainly work with recorded lectures which makes the lectures very one-sided and boring at times.,would make interact engag mainli work record lectur make lectur onesid bore time
4,provid,Provide recorded materials.,provid record materi
4,real,I would rather they were all recorded lectures instead of real time,would rather record lectur instead real time
4,box,"I would like to have more use of recorded lectures, chat boxes, and discussion boards because I find it difficult to participate in online lectures and online discussions.",would like use record lectur chat box discuss board find difficult particip onlin lectur onlin discuss
4,well,Teachers should do recording lectures as well as doing live ones ,teacher record lectur well live one
4,howev,"Something to make recorded lectures more interesting, however, I’m not sure what",someth make record lectur interest howev i’m sure
4,still,I would prefer having all the lectures recorded live so that I could still attend my lectures and ask questions ,would prefer lectur record live could still attend lectur ask question
4,specif,Have more recorded lectures instead of having to be in online class at specific time,record lectur instead onlin class specif time
4,regularli,"Learning more at your own pace, with recorded lectures. And lectures uploaded regularly rather then all at once, close to exams. ",learn pace record lectur lectur upload regularli rather close exam
4,much,It would be much better if the lectures are recorded.,would much better lectur record
4,yo,no more recorded lectures. I have no patience yo watch the whole video.,record lectur patienc yo watch whole video
4,help,Having live class times over zoom to help aid our learning as reading the ppts and pre recorded videos are not helpful enough. ,live class time zoom help aid learn read ppt pre record video help enough
4,didn,Have recorded lessons so I can go back to some parts that I didn’t understand,record lesson go back part didn’t understand
4,crash,"I would prefer recorded lectures instead of google meet, because it’s crashing all the time.",would prefer record lectur instead googl meet it’ crash time
4,think,I think I would make it live not recorded,think would make live record
4,doctor,I would ask our Doctors to actually record all the lectures so that we could access them at any time. ,would ask doctor actual record lectur could access time
4,ms,More recorded lectures and less MS Teams meetings,record lectur less ms team meet
4,intructor,That the intructors would be more approachable. Sometimes it feels like there isn't really a connection between the lecturer and students because the lectures are recorded. ,intructor would approach sometim feel like isnt realli connect lectur student lectur record
4,presenc,I would like more live presence or recorded lectures. Most of my lectures were pdf/slides. ,would like live presenc record lectur lectur pdfslide
4,xa0lecturesxa0,I would swap written «\xa0lectures\xa0» for videos or recordings ,would swap written «xa0lecturesxa0» video record
4,easili,I need recorded lectures because teachers' powerpoints are not easily understandable ,need record lectur teacher powerpoint easili understand
4,weak,I would like for them to be recorded at all times to help with weak internet connections,would like record time help weak internet connect
4,problem,"I would make all lectures recorded instead of live, and keep the seminars and office hours in live-format in order to ask question . Our live lectures (physics) consist either of our teacher writing on a tablet as if it were a whiteboard, which takes longer and often leads to technical problems, or of presenting already-written notes very quickly, which makes it so that I cannot process and understand the information during the lecture. Recorded lectures solve these problems.",would make lectur record instead live keep seminar offic hour liveformat order ask question live lectur physic consist either teacher write tablet whiteboard take longer often lead technic problem present alreadywritten note quickli make cannot process understand inform lectur record lectur solv problem
4,chanc,"I would change the lectures that are recorded videos to live zoom classes, because I find it easier to pay attention to those and it gives student a chance to engage more. ",would chang lectur record video live zoom class find easier pay attent give student chanc engag
4,back,"For lectures to be recorded, so one is able to Go back to them",lectur record one abl go back
4,watch,Live lectures that are also recorded and uploaded maybe for a restricted time period so you are not obliged to watch it on a specific time but also have motivation to watch it sooner and not procrastinate to hard on it,live lectur also record upload mayb restrict time period oblig watch specif time also motiv watch sooner procrastin hard
4,90,I would want recorded lectures to be shorter because I'm struggling to watch a 90 or more minutes long video while only listening.,would want record lectur shorter im struggl watch 90 minut long video listen
4,match,Have a matching system between different modules. It’s very confusing to keep up with which lecture / exercise / practical is live / recorded / downloadable / on YouTube etc. ,match system differ modul it’ confus keep lectur exercis practic live record download youtub etc
4,realli,Some courses are just a lot of really long recorded lectures and aren’t really engaging or presented in a interesting way,cours lot realli long record lectur aren’t realli engag present interest way
4,less,"More live classes, less recordings. ",live class less record
4,account,More live lessons and less recorded lectures as it keeps me accountable,live lesson less record lectur keep account
4,record,I would like to have more recorded lectures. ,would like record lectur
4,bigbluebutton,"I would like to meet more often in videocalls, like BigBlueButton because I prefer to have a live discussion over simply watching recorded videos",would like meet often videocal like bigbluebutton prefer live discuss simpli watch record video
4,least,I would like to have at least recorded lectures for everything class and more interactive courses.,would like least record lectur everyth class interact cours
4,fact,The fact that they are not recorded.,fact record
4,schedul,I would like to have more live classes than recorded material so I can have a better studying schedule ,would like live class record materi better studi schedul
4,timeor,"Hmm, that the teachers are more consistent with uploading the recorded classes online in time(or upload a recorded version in general). ",hmm teacher consist upload record class onlin timeor upload record version gener
4,send,I would record the lectures instead of just sending the presentation.,would record lectur instead send present
4,lectur,"One course did not held any live lectures or recorded lectures, so I would have liked at least a recorded lecture ",one cours held live lectur record lectur would like least record lectur
4,shouldnt,They shouldn't be live. Recorded one's are much better.,shouldnt live record one much better
4,lesser,Well I would ask them to use recorded lectures as they are more planned and also have lesser connectivity issues.,well would ask use record lectur plan also lesser connect issu
4,conduct,I would prefer having recorded lecture over conducting live meetings. ,would prefer record lectur conduct live meet
4,particular,Recorded lectures would be more useful for understanding a particular concept. We can rewatch it multiple number of times also whenever we want.,record lectur would use understand particular concept rewatch multipl number time also whenev want
4,instead,Ask them for more live classes instead of recorded lectures ,ask live class instead record lectur
4,therefor,"Some of the lecturers did not record the class, therefore I could not go back to it",lectur record class therefor could go back
4,lectur,More recorded lectures rather than live lectures,record lectur rather live lectur
4,address,Having discussion forums so students can ask questions which are then addressed in the recorded lectures,discuss forum student ask question address record lectur
4,powerpoint,"Rather than uploading powerpoints with voice recordings only, I would prefer it if they uploaded a video of them actually teaching the lecture with the PowerPoint in the background as if it were an actual class.",rather upload powerpoint voic record would prefer upload video actual teach lectur powerpoint background actual class
4,meet,Live video meetings with lecture slides for all modules instead of just some. I found the zoom meetings more motivating and engaging than the recorded lectures.,live video meet lectur slide modul instead found zoom meet motiv engag record lectur
4,form,Q&A discussion form on recorded lecture ,qa discuss form record lectur
4,broadband,Live lectures would be better than recorded ones if broadband speed improves.,live lectur would better record one broadband speed improv
4,found,I would make them all recorded lectures as this is the method I found most effective. ,would make record lectur method found effect
4,monent,More opportunity to ask questions. With recorded lectures I couldn’t ask questions in the monent,opportun ask question record lectur couldn’t ask question monent
4,effort,More effort as no live lectures have been recorded,effort live lectur record
4,readingsn,"To have recorded lecturers, lecturer notes and list of readings\n",record lectur lectur note list readingsn
4,textual,I would like for us to have live /recorded videos of lectures and class discussions  rather than simply the passive uploading of copious textual sources.,would like us live record video lectur class discuss rather simpli passiv upload copiou textual sourc
4,focu,More focus on recorded/ live lectures rather than uploading slides .,focu record live lectur rather upload slide
4,note,More recorded lectures and notes from lecturer,record lectur note lectur
4,well,I wish they would upload recorded lectures as well ,wish would upload record lectur well
4,around,I'd like all of them to be based around recorded content,id like base around record content
4,record,More recorded lectures,record lectur
4,want,"I would want all my classes to be recorded, instead of having only a live one",would want class record instead live one
4,monday,"Even though I like when the lectures are recorded so that I can go back to it and up the speed, but maybe if my actual Monday 9 am lecture was actually obligatorily conducted at 9 am on mondays, I would take it more seriously. But then again, I could always be proactive and set my own timetable for my recorded lectures. ",even though like lectur record go back speed mayb actual monday 9 lectur actual obligatorili conduct 9 monday would take serious could alway proactiv set timet record lectur
4,assignemnt,"Recorded lectures, and the use assignemnts instead of online exams for grading",record lectur use assignemnt instead onlin exam grade
4,rather,I’d rather have them all be live lectures as most are recorded,i’d rather live lectur record
4,refer,That they would be recorded for future reference ,would record futur refer
4,taken,"That they're recorded, no attendance taken",theyr record attend taken
4,dens,To have all lectures (that are dense with information and lack interaction) recorded instead of them being live.,lectur dens inform lack interact record instead live
4,friendli,The lectures are recorded again making them more online friendly instead of using old recordings where they point at the screen a lot which you cannot see watching it online.,lectur record make onlin friendli instead use old record point screen lot cannot see watch onlin
4,record,More recorded lectures ,record lectur
4,later,record live lectures / q and a so you could watch them later,record live lectur q could watch later
4,person,More personal interaction and less recorded lectures. ,person interact less record lectur
4,chatsqa,Live lectures (and chats/Q&A's) would be great. It's more engaging than the recorded ones.,live lectur chatsqa would great engag record one
4,set,Make more of them in a live setting instead of recorded ,make live set instead record
4,last,Some of my lectures were recordings from last year. I think it would be better to have all classes record new lectures (it feels more engaging to know the lecturer is speaking recently and not last year). ,lectur record last year think would better class record new lectur feel engag know lectur speak recent last year
4,perman,More live lectures. Old recordings are fine every once in a while when you miss a lecture but they are not a permanent solution that stimulates me to learn,live lectur old record fine everi miss lectur perman solut stimul learn
4,pre,More zoom meetings and less pre recorded lectures from last year,zoom meet less pre record lectur last year
4,pre,"More live classes instead of pre recorded lectures, more small group assignments /discussions.",live class instead pre record lectur small group assign discuss
4,simpli,"More live lectures, not simply q&a about the recorded lectures",live lectur simpli qa record lectur
4,2016,"I would like to watch lectures that are prerecorded recently. Right now, most of my lectures are recorded in 2016. So most of them aren’t very accurate.",would like watch lectur prerecord recent right lectur record 2016 aren’t accur
4,recent,"I would make sure all the lectures are live or at least recent recordings (and not from last year). This would make me more motivated, for one because it would feel like the professors also put some effort in.",would make sure lectur live least recent record last year would make motiv one would feel like professor also put effort
4,previou,"More live classes, instead of just recorded lectures from previous years.",live class instead record lectur previou year
4,self,More interaction and more live rather than only old recordings to have more difference between self study and actual class,interact live rather old record differ self studi actual class
4,backcatch,Not every live session is recorded so it is hard to go back/catch up on info you miss,everi live session record hard go backcatch info miss
4,combin,I would have a combination of recorded lectures and question sessions more frequently ,would combin record lectur question session frequent
4,record,I would like more recorded lectures,would like record lectur
4,there,Less recorded content- there’s a lot and it’s too much ,less record content there’ lot it’ much
4,record,One of my classes the lecturer is just showing recordings from last year even though the way we do assignments have changed so a lot of it doesnt make sense anymore. He refuses to record himself going through the material. I would like him to do weekly recordings like the other lectures in my other classes.,one class lectur show record last year even though way assign chang lot doesnt make sens anymor refus record go materi would like weekli record like lectur class
4,paul,I wish my lectures are live because then I Paul’s have more motivation to do them on time. I keep on falling behind as my lectures are pre recorded so I just go to work instead.,wish lectur live paul’ motiv time keep fall behind lectur pre record go work instead
4,super,Maybe have them record the lectures but present on zoom? so that people have the opportunity to watch live but also it would be recorded for others? one of my lecturers does it and it’s super helpful!!,mayb record lectur present zoom peopl opportun watch live also would record other one lectur it’ super help
4,record,I would make it so that lecturers record lectures with their faces showing in the corner because I find those recordings have been much more engagiing than just voice recordings. ,would make lectur record lectur face show corner find record much engagi voic record
4,2018,"Currently our lecture recordings are from 2018, so would be nice to have recent lecture material!",current lectur record 2018 would nice recent lectur materi
4,annoy,None of my professors want to record the lectures and it’s really annoying to not be able to rewatch the lectures.,none professor want record lectur it’ realli annoy abl rewatch lectur
4,first,Upload recorded lectures first and then just do q&a in the live lectures,upload record lectur first qa live lectur
4,grasp,I would like for professors to post more recorded lectures instead of just simply handing out the powerpoint in order for me to better grasp the information presented.,would like professor post record lectur instead simpli hand powerpoint order better grasp inform present
4,meet,I would record meetings.,would record meet
4,tougher,"I would like more pre recorded lectures, especially on tougher subjects that I have for the first time in my life and cant completely grasp on my own through reading assigned books.",would like pre record lectur especi tougher subject first time life cant complet grasp read assign book
4,troublesom,"I would have all lectures recorded (all of them are conducted live on MS Teams and some Profs strongly disagree to record them which is troublesome cause all my courses are STEM and sometimes you need an extra explanation you won't find in presentations, so if for some reason you can't attend lecture you can only count on your friends' notes)",would lectur record conduct live ms team prof strongli disagre record troublesom caus cours stem sometim need extra explan wont find present reason cant attend lectur count friend note
4,though,"More recorded lectures (but not for all classes, though)",record lectur class though
4,explain,I would prefer more recordings instead of a teacher just reading a powerpoint and not explaining ,would prefer record instead teacher read powerpoint explain
4,revis,Record the lectures and post them in moodle after the live sessions so that students could revise them later when studying,record lectur post moodl live session student could revis later studi
4,instead,I would like Them to be live instead of recorded ,would like live instead record
4,instructor,Recorded video from the instructor ,record video instructor
4,switch,Switch it to recorded video lectures only.,switch record video lectur
4,watch,Have an expiry date on when the recorded lectures need to be watched to motivate myself to watch them during the revision week.,expiri date record lectur need watch motiv watch revis week
4,record,I would record them,would record
4,over,I wish there were more recorded lectures or voice overs to PowerPoints so I wouldn’t have to read through and try to understand the work on my own. ,wish record lectur voic over powerpoint wouldn’t read tri understand work
4,primari,More structured use of live rooms and forums and not have recorded material be the primary mode of teaching,structur use live room forum record materi primari mode teach
4,hous,"The classes should be recorded even when they are live lectures because not all students have the same possibilities, wifi problems, not computers for everyone in the house... ",class record even live lectur student possibl wifi problem comput everyon hous
4,instead,I would use live classes instead of recorded ones,would use live class instead record one
4,lesson,"instead of live lectures, I prefer recorded lessons ",instead live lectur prefer record lesson
4,lesson,More recorded lessons,record lesson
4,pdf,I would want live class instead of pdf or recorded voice,would want live class instead pdf record voic
4,research,I would like to have more contact with my teachers either live classes or recorded lectures. I prefer it when the instructor gives me the content than me just reading or researching.,would like contact teacher either live class record lectur prefer instructor give content read research
4,voluntari,"I would make every teacher either upload recorded lectures or have online lectures, since it's now voluntary.",would make everi teacher either upload record lectur onlin lectur sinc voluntari
4,well,I think the online classes are designed well but I would like to have the live Zoom lectures  recorded as well,think onlin class design well would like live zoom lectur record well
4,total,having the live sessions them recorded. i totally understand that this is not possible / wished in all cases! ,live session record total understand possibl wish case
4,monologu,"I think it‘s more the way they teach what I would change and not how they do it ( it doesn‘t matter if the monologue is on zoom, recorded or in person lecture). ",think it‘ way teach would chang doesn‘t matter monologu zoom record person lectur
4,lectures,I would have multiple short lectures instead of one long lecture. \nI would also record lectureses and make them able to be downloaded. ,would multipl short lectur instead one long lectur ni would also record lectures make abl download
4,session,Record the sessions,record session
4,record,More recorded lectures,record lectur
4,benefit,"Q&A video sessions to be recorded while they’re Live, then those who can’t make that time can still benefit ",qa video session record they’r live can’t make time still benefit
4,subject,"To be a continuation of my subject learning, and preparing for next year ie subject specific/ lectures even if it’s making recorded lectures from last year available ",continu subject learn prepar next year ie subject specif lectur even it’ make record lectur last year avail
4,depth,All recorded lectures with an optional Q&A for those that need help or want more depth ,record lectur option qa need help want depth
4,record,Have the classes recorded ,class record
4,releas,Make sure all lecturers release recorded sessions as some haven’t really provided much ,make sure lectur releas record session haven’t realli provid much
4,powerpoint,recorded lectures over powerpoint presentations,record lectur powerpoint present
4,andor,More teaching use presentations and/or pre recorded lectures ,teach use present andor pre record lectur
4,repercuss,"Less recorded lectures, as they are less interesting and I am not motivated to watch them as there are no repercussions for not doing so",less record lectur less interest motiv watch repercuss
4,whether,"More hours, seminars in small groups, to have lectures (whether it be live or recorded)",hour seminar small group lectur whether live record
4,date,Have the online classes recorded so that it can be accessed again at a later date ,onlin class record access later date
4,stuff,More pre recorded stuff,pre record stuff
4,regularli,Lectures to be regularly on Microsoft teams video chat rather than pre recorded uploads so questions can be answered throughout,lectur regularli microsoft team video chat rather pre record upload question answer throughout
4,replac,"More live lectures and seminars - only one has been replaced per week, the rest are all recorded lectures / discussion boards which aren’t as helpful",live lectur seminar one replac per week rest record lectur discuss board aren’t help
4,powerpoint,Rather than just being emailed a PowerPoint of the lecture I would have like to have had a recording over it to explain the points in more detail. Essentially I would rather have video lectures than just PowerPoints to go through. ,rather email powerpoint lectur would like record explain point detail essenti would rather video lectur powerpoint go
4,ilp,I would make it compulsory for said lectures to be somehow recorded. I have an ILP (basically means we have provisions to help us deal with disadvantages from learning difficulties like autism and dyslexia) and I use recorded lectures a lot.,would make compulsori said lectur somehow record ilp basic mean provis help us deal disadvantag learn difficulti like autism dyslexia use record lectur lot
4,record,Recorded,record
4,divid,Shorter pre recorder lectures - divided into different parts to allow students to take a break and be more focused afterwards ,shorter pre record lectur divid differ part allow student take break focus afterward
4,lesson,"not having live lessons, i would prefer it to all be recorded, the online lesson format is awkward",live lesson would prefer record onlin lesson format awkward
4,avail,I’d like them to also have pre recorded lectures as sometimes I can’t make it to the live session so would be helpful to have that back up option available too ,i’d like also pre record lectur sometim can’t make live session would help back option avail
4,zoom,Live zoom lectures were recorded ,live zoom lectur record
4,werent,They weren't recorded ,werent record
4,us,Some lecturers end up just sending us last year’s recorded lectures instead of doing their job and teaching us. So I would prefer there be a more consistent system across the whole university. ,lectur end send us last year’ record lectur instead job teach us would prefer consist system across whole univers
4,british,Recorded lectures instead of zoom. That way the lecture can be accessed by everyone (some international students wont miss out as it goes off british time) and you can go at your own pace.,record lectur instead zoom way lectur access everyon intern student wont miss goe british time go pace
4,area,Having the live sessions recorded as normal in person lectures were previous to going online as I like to be able to watch back areas to help understanding,live session record normal person lectur previou go onlin like abl watch back area help understand
4,that,Making sure everything that's lectured etc are recorded,make sure everyth that lectur etc record
4,record,I would have liked the lectures to have been recorded,would like lectur record
4,pre,"have all lectures as live videos, not pre recordings or powerpoints",lectur live video pre record powerpoint
4,back,Always recorded so we can go back on any missed material,alway record go back miss materi
4,ensur,Ensure the recorded lectures are upload before or at the time of the lecture scheduled,ensur record lectur upload time lectur schedul
4,apart,More student/ tutor live interaction (barely heard from them apart from there recorded lectures and occasional email,student tutor live interact bare heard apart record lectur occasion email
4,relevantin,Record new content instead of using old lectures from previous years because information is not always relevant/in depth enough to function as out only source of teaching ,record new content instead use old lectur previou year inform alway relevantin depth enough function sourc teach
4,oppos,Live lectures as oppose to recorded lectures - allows for more content engagement,live lectur oppos record lectur allow content engag
4,interactivel,"More interactive/live sessions, less recorded lectures ",interactivel session less record lectur
4,benefici,I would like them to be more interactive. I have mostly recorded lectures but I think it would be more beneficial to have zoom classes that are more like a seminar.,would like interact mostli record lectur think would benefici zoom class like seminar
4,real,Have a live time for lectures as well as it recorded and uploaded so it feels more real,live time lectur well record upload feel real
4,year,Have lectures recorded live this year instead of using them from last year ,lectur record live year instead use last year
4,happen,Have them happen live rather than recorded so there’s more motivation to attend ,happen live rather record there’ motiv attend
4,voic,Live teaching instead of recorded lectures (PowerPoint with voice over) ,live teach instead record lectur powerpoint voic
4,whatsoev,We had recorded lectures from last year and I don’t like it because there is no interaction whatsoever. Also the quality of the recordings are poor,record lectur last year don’t like interact whatsoev also qualiti record poor
4,rather,More live classes rather than recordings,live class rather record
4,remaind,We had one off revision zooms and they weren’t very engaging. For the remainder of the course my school provided last years recorded lectures. I would change the online lectures to be more questions based so people are required to think and not just passively listen. ,one revis zoom weren’t engag remaind cours school provid last year record lectur would chang onlin lectur question base peopl requir think passiv listen
4,pre,"More live, interactive lectures and less pre recorded lecture",live interact lectur less pre record lectur
4,year,"Since my lecturers are simply re-uploading lecture recordings from previous years, I would like them to record new lectures because the course content varies from year to year and some content from previous years isn’t always relevant to what we will be examined on.",sinc lectur simpli reupload lectur record previou year would like record new lectur cours content vari year year content previou year isn’t alway relev examin
4,copi,One lecturer has posted videos of him talking over a PowerPoint. It’s too quick to copy notes so I have to constantly pause. I’d change that to be recorded lectures. ,one lectur post video talk powerpoint it’ quick copi note constantli paus i’d chang record lectur
4,end,More interactive questions at the end of recorded lectures ,interact question end record lectur
4,panopto,Actual live lectures and more live classes rather than recorded / last year's panoptos. ,actual live lectur live class rather record last year panopto
4,session,All lectures recorded live and more smaller class sessions ,lectur record live smaller class session
4,hoursday,"A better platform than old recorded lectures, like something that's live where we can ask questions there and then rather than sending an email and waiting hours/days for a response, which by then the problem has probably been forgotten by me anyway.",better platform old record lectur like someth that live ask question rather send email wait hoursday respons problem probabl forgotten anyway
4,pre,More interaction with the lecturers rather than pre recorded lectures but not to say that the pre recordings aren't the most important source for me personally ,interact lectur rather pre record lectur say pre record arent import sourc person
4,instructor,I would prefer if all of my instructors recorded their lectures so I could hear their explanantions as some instructors just uploaded the powerpoints. ,would prefer instructor record lectur could hear explanant instructor upload powerpoint
4,last,"Make them live, rather than just last years lecture recordings",make live rather last year lectur record
4,lectur,"More live lectures, some lecturers haven’t even bothered to record their lectures and have provided us recordings of last year’s lectures instead, which seems extremely lazy and inappropriate, especially for modules where current events are relevant!!! ",live lectur lectur haven’t even bother record lectur provid us record last year’ lectur instead seem extrem lazi inappropri especi modul current event relev
4,activ,"Less recorded lectures, more Interactive activities ",less record lectur interact activ
4,panopto,"Have panopto recordings for all lectures, not just some. ",panopto record lectur
4,play,Record the sessions so you can play it back.,record session play back
4,stream,Having live streamed lectures rather than pre recorded,live stream lectur rather pre record
4,voic,I wish lectures were live rather than voice recorded,wish lectur live rather voic record
4,clarif,"I would change the lack of live instruction. As useful as a recorded lecture is, being able to ask questions and get clarification is necessary. ",would chang lack live instruct use record lectur abl ask question get clarif necessari
4,structur,That recording could be more structured,record could structur
4,zoomlik,Have more zoom-like classes rather than only record content,zoomlik class rather record content
4,pre,More live class rather than just pre recorded videos,live class rather pre record video
4,roll,The recorded lectures would be recently recorded not rolled forward from the previous year as whiteboard etc are used an we are unable to see them ,record lectur would recent record roll forward previou year whiteboard etc use unabl see
4,activ,More live lectures than recorded ones. In class activities that would encourage active learning rather than just listening to the teacher talk because it like info dump. ,live lectur record one class activ would encourag activ learn rather listen teacher talk like info dump
4,oppos,"The interaction, more involvement and live classes as opposed to pre recordings ",interact involv live class oppos pre record
4,lectureforum,To have live discussions rather than just a recorded lecture/forums because it’s easy to forget they’re there and loses structure ,live discuss rather record lectureforum it’ easi forget they’r lose structur
4,didn,I would change the fact they upload recorded lectures from previous years. There is a particular module where the lecturer said he didn’t think the standard of last years lectures were great yet didn’t improve them. ,would chang fact upload record lectur previou year particular modul lectur said didn’t think standard last year lectur great yet didn’t improv
4,laptop,"I would prefer having live online lectures rather than pre recorded uploaded ones on their own, it gives your week more structure if you have set times to be on your laptop working in my opinion. ",would prefer live onlin lectur rather pre record upload one give week structur set time laptop work opinion
4,least,"Have them live, or at least recorded for this year.",live least record year
4,instead,More live classes instead of recorded lectures ,live class instead record lectur
4,qa,Have a q&a forum for after each lecture recording,qa forum lectur record
4,pre,I wish we had live lectures on zoom rather than pre recorded ones to keep us accountable,wish live lectur zoom rather pre record one keep us account
4,nois,More zoom lectures - less just giving us recordings from previous years as they often have a lot of background noise and information about deadlines etc is not relevant ,zoom lectur less give us record previou year often lot background nois inform deadlin etc relev
4,classeslectur,Live classes/lectures instead of recordings of last years stream. It’s not what I pay for and I think I would perform better overall.,live classeslectur instead record last year stream it’ pay think would perform better overal
4,refer,"Have a transcript of the recorded lecture sent as well, for closer reference ",transcript record lectur sent well closer refer
4,instead,Live instead of recorded lectures,live instead record lectur
4,less,More interactive and less just recorded lectures,interact less record lectur
4,pre,More live classes not pre recorded as when pre recorded I tend to skip parts and may miss important info,live class pre record pre record tend skip part may miss import info
4,later,I would want them to be recorded to watch again later,would want record watch later
4,look,They would be recorded to look back on ,would record look back
4,faster,"Faster replies from lecturers, live workshops but that are also recorded ",faster repli lectur live workshop also record
4,tutorscours,Maybe a mix of recorded & online lectures would help me get more motivated to keep up with the workload and have discussions with my tutors/course mates.,mayb mix record onlin lectur would help get motiv keep workload discuss tutorscours mate
4,enag,Much more live interactions to stimulate an actual lecture and make the students more engaged. Pre recorded lectures can be much less enaging and become dull.,much live interact stimul actual lectur make student engag pre record lectur much less enag becom dull
4,year,Have live lectures relevant to this year rather than recorded lectures from previous years,live lectur relev year rather record lectur previou year
4,oppos,I want them to be live lectures as opposed to lectures that were recorded from last year’s course,want live lectur oppos lectur record last year’ cours
4,without,Some just upload a PowerPoint without recording the lecture or without doing it online so it’s hard to understand when there are just a bunch of pictures,upload powerpoint without record lectur without onlin it’ hard understand bunch pictur
4,aw,"Consistent way to record them between all the lecturers, some had a good method others were awful",consist way record lectur good method other aw
4,lesson,We have recorded lectures instead of live online lessons,record lectur instead live onlin lesson
4,pre,more live classes than pre recorded as i would then be more motivated to attend at a set time,live class pre record would motiv attend set time
4,deserv,I want lecturers to film and record new lectures if they are unable to do live ones and not just upload old content from previous years. We deserve just as much effort from them as the students that have come before us have received. ,want lectur film record new lectur unabl live one upload old content previou year deserv much effort student come us receiv
4,instead,They would be online live instead of recorded ,would onlin live instead record
4,record,"Not sure if this answers the question, but it would be great if all lecturers were given access to proper recording equipment and training on how to use it - some of them don’t and it’s hard to follow their lecturers when you can barely hear them / see what theyre doing.\n\nIf I had to change the design, I’d probably standardise the method of teaching for all modules. Some of my lecturers do video recordings while some only post notes while others just link to old video recordings, and they have office hours on different platforms.",sure answer question would great lectur given access proper record equip train use don’t it’ hard follow lectur bare hear see theyr doingnnif chang design i’d probabl standardis method teach modul lectur video record post note other link old video record offic hour differ platform
4,1hr,"Some of the recorded videos are very long (1hr+) I’d rather have shorter, more digestible videos if they’re just recordings rather than live interactive classes",record video long 1hr i’d rather shorter digest video they’r record rather live interact class
4,additt,Better quality and have them on zoom in addittion to being recorded,better qualiti zoom additt record
4,observ,"Far more interactive and engaging, as simply watching a pre recorded PowerPoint slide presentation is not learning - it’s just observing. ",far interact engag simpli watch pre record powerpoint slide present learn it’ observ
4,previou,"New recorded lectures, not ones from the previous year",new record lectur one previou year
4,limit,Recorded lectures are useful but they limit how often I ask questions.,record lectur use limit often ask question
4,entertain,More live classes and classes we specifically had to attend. Pre recorded lectures aren’t very entertaining as the lecturer can’t tell if you are engaged or understand ,live class class specif attend pre record lectur aren’t entertain lectur can’t tell engag understand
4,motivatedconcentr,with recorded lectures- break them up a little. it’s hard to keep motivated/concentration when watching longer videos. I would prefer to have shorter videos that go in depth on one part of the content and have several of these making up the content for one particular lecture ,record lectur break littl it’ hard keep motivatedconcentr watch longer video would prefer shorter video go depth one part content sever make content one particular lectur
4,panopto,"All our lectures are recorded on panopto, would prefer to have them taught in a collaborate session.",lectur record panopto would prefer taught collabor session
4,inclin,I would make the lectures live rather than being recorded so I’d feel more inclined to attend them,would make lectur live rather record i’d feel inclin attend
4,oppos,I would just wish for them to have live lectures as opposed to just giving us old recorded material,would wish live lectur oppos give us old record materi
4,year,Would prefer something more personalised to our year (we just got given last year’s lecture recordings),would prefer someth personalis year got given last year’ lectur record
4,voic,Maybe have some zoom classes or more information provided with the lecture slides not just a voice recording ,mayb zoom class inform provid lectur slide voic record
4,12,I didn’t like the recorded lectures. Having 12 1.5 hour recorded lectures to go through per topic was really demotivating and made it hard to learn. ,didn’t like record lectur 12 15 hour record lectur go per topic realli demotiv made hard learn
4,approach,"Would prefer more consistency, as every lecturer was taking a different approach, some pre recorded, some live, some had online chats and some had scheduled office hours etc",would prefer consist everi lectur take differ approach pre record live onlin chat schedul offic hour etc
4,face,More interactive. Currently the structure is just recorded lectures and quite uninteractive. I want to be able to talk to lecturers and speak to peers face to face ,interact current structur record lectur quit uninteract want abl talk lectur speak peer face face
4,20,"Have smaller recorded lectures of 20 minutes rather than full 2 hours, because it doesn't seem like that much work ",smaller record lectur 20 minut rather full 2 hour doesnt seem like much work
4,relev,I would want a more current recording of the lectures as I miss the more topical and relevant discussions we have in lectures.,would want current record lectur miss topic relev discuss lectur
4,old,New lecture recordings instead of old ones because I can’t always see the board or what the lecturer is pointing too in old recordings ,new lectur record instead old one can’t alway see board lectur point old record
